,Max,Min,Precip,Snow
2846,73,47,0.0,0.0
2847,73,48,0.0,0.0
2848,74,43,0.0,0.0
2849,78,53,0.0,0.0
2850,69,52,0.45,0.0
2851,64,48,0.0,0.0
2852,61,43,0.0,0.0
2853,51,40,0.0,0.0
2854,58,38,0.0,0.0
2855,58,35,0.0,0.0
2856,36,32,0.25,0.1
2857,34,29,0.0,0.0
2858,44,29,0.03,0.0
2859,40,31,0.0,0.0
2860,35,27,0.0,0.0
2861,37,26,0.05,0.0
2862,40,34,0.0,0.0
2863,35,27,0.05,0.5
2864,43,34,0.02,0.0
2865,43,25,0.07,0.0
2866,33,22,0.0,0.0
2867,36,28,0.0,0.0
2868,42,26,0.0,0.0
2869,30,12,0.0,0.0
2870,26,11,0.03,0.1
2871,44,24,0.0,0.0
2872,36,24,0.0,0.0
2873,46,25,0.0,0.0
2874,45,39,0.08,0.0
2875,46,27,0.0,0.0
2876,34,27,0.0,0.0
2877,39,34,0.09,0.0
2878,37,21,0.0,0.0
2879,41,18,0.0,0.0
2880,48,28,0.0,0.0
2881,42,18,0.0,0.0
2882,33,15,0.0,0.0
2883,49,23,0.0,0.0
2884,60,40,0.0,0.0
2885,41,29,0.0,0.0
2886,51,24,0.0,0.0
2887,60,32,0.0,0.0
2888,53,33,0.0,0.0
2889,46,25,0.0,0.0
2890,48,31,0.0,0.0
2891,51,28,0.0,0.0
2892,47,30,0.0,0.0
2893,50,29,0.0,0.0
2894,57,27,0.37,2.1
2895,27,16,0.01,0.1
2896,20,16,0.01,0.2
2897,21,7,0.0,0.0
2898,32,19,0.0,0.0
2899,29,19,0.0,0.0
2900,29,20,0.0,0.0
2901,35,15,0.18,0.9
2902,27,6,0.0,0.0
2903,30,17,0.01,0.3
2904,24,15,0.0,0.0
2905,30,22,0.05,0.7
2906,31,23,0.0,0.0
2907,28,18,0.0,0.0
2908,42,24,0.0,0.0
2909,38,24,0.0,0.0
2910,24,18,0.01,0.1
2911,24,19,0.0,0.0
2912,27,18,0.0,0.0
2913,23,11,0.0,0.0
2914,22,4,0.01,0.1
2915,4,-6,0.0,0.0
2916,1,-9,0.0,0.0
2917,5,-8,0.0,0.0
2918,11,3,0.09,1.3
2919,4,-6,0.05,0.6
2920,-6,-14,0.0,0.0
2921,-5,-16,0.0,0.0
2922,1,-14,0.0,0.0
2923,15,-10,0.0,0.1
2924,11,-3,0.0,0.0
2925,2,-5,0.0,0.0
2926,3,-10,0.0,0.0
2927,14,-11,0.0,0.0
2928,32,12,0.0,0.0
2929,37,24,0.0,0.0
2930,42,26,0.0,0.0
2931,38,33,0.0,0.0
2932,37,0,0.21,2.4
2933,3,-10,0.0,0.0
2934,5,-13,0.0,0.0
2935,17,-10,0.17,3.3
2936,14,1,0.0,0.0
2937,8,-2,0.0,0.0
2938,27,-1,0.0,0.0
2939,41,21,0.0,0.0
2940,44,27,0.0,0.0
2941,42,24,0.0,0.0
2942,39,32,0.0,0.0
2943,35,26,1.03,12.4
2944,28,18,0.0,0.0
2945,27,10,0.0,0.0
2946,28,24,0.01,0.1
2947,47,26,0.0,0.0
2948,34,20,0.0,0.0
2949,20,12,0.0,0.0
2950,17,4,0.0,0.0
2951,30,1,0.0,0.0
2952,32,7,0.13,2.1
2953,7,-4,0.0,0.0
2954,12,-7,0.0,0.0
2955,19,9,0.15,2.5
2956,9,-6,0.0,0.0
2957,14,-4,0.0,0.0
2958,10,-6,0.0,0.0
2959,15,0,0.02,0.6
2960,17,4,0.01,0.1
2961,11,1,0.0,0.0
2962,14,-1,0.0,0.0
2963,21,-2,0.0,0.0
2964,13,-2,0.0,0.0
2965,30,7,0.0,0.0
2966,43,17,0.0,0.0
2967,38,14,0.0,0.0
2968,20,0,0.0,0.0
2969,38,20,0.01,0.0
2970,45,19,0.0,0.0
2971,27,19,0.13,0.8
2972,21,8,0.05,0.3
2973,20,2,0.0,0.0
2974,30,7,0.3,3.3
2975,32,16,0.15,2.3
2976,30,5,0.51,6.0
2977,30,15,0.0,0.0
2978,44,14,0.0,0.0
2979,47,22,0.0,0.0
2980,45,22,0.0,0.0
2981,41,23,0.0,0.0
2982,40,17,0.0,0.0
2983,45,33,0.0,0.0
2984,42,33,0.07,0.0
2985,38,28,0.34,3.6
2986,34,22,0.07,1.1
2987,29,12,0.0,0.0
2988,31,12,0.0,0.0
2989,35,18,0.0,0.0
2990,35,23,0.0,0.0
2991,36,30,0.01,0.1
2992,40,21,0.0,0.0
2993,37,23,0.0,0.0
2994,46,23,0.0,0.0
2995,39,28,0.0,0.0
2996,41,23,0.0,0.0
2997,50,25,0.0,0.0
2998,43,25,0.0,0.0
2999,45,32,0.0,0.0
3000,33,23,0.08,0.4
3001,38,21,0.0,0.0
3002,43,29,0.0,0.0
3003,43,27,0.0,0.0
3004,42,29,0.0,0.0
3005,43,29,0.0,0.0
3006,40,32,0.38,0.8
3007,48,33,0.0,0.0
3008,52,29,0.0,0.0
3009,42,22,0.0,0.0
3010,43,24,0.14,1.8
3011,35,13,0.1,1.0
3012,31,12,0.0,0.0
3013,34,21,0.14,1.5
3014,30,18,0.57,7.5
3015,30,8,0.0,0.0
3016,40,13,0.0,0.0
3017,26,14,0.0,0.0
3018,32,12,0.0,0.0
3019,32,16,0.11,1.2
3020,38,22,0.0,0.1
3021,41,31,0.0,0.0
3022,48,28,0.03,0.0
3023,52,32,0.0,0.0
3024,41,30,0.31,1.1
3025,30,22,0.79,11.1
3026,28,22,0.22,3.5
3027,36,22,0.0,0.1
3028,43,23,0.0,0.0
3029,40,30,0.0,0.0
3030,53,25,0.0,0.0
3031,53,28,0.0,0.0
3032,60,36,0.0,0.0
3033,64,34,0.0,0.0
3034,71,42,0.0,0.0
3035,66,43,0.0,0.0
3036,61,35,0.0,0.0
3037,66,45,0.0,0.0
3038,65,39,0.0,0.0
3039,58,37,0.0,0.0
3040,69,38,0.0,0.0
3041,84,54,0.04,0.0
3042,72,57,0.43,0.0
3043,68,49,0.04,0.0
3044,75,55,0.0,0.0
3045,78,53,0.0,0.0
3046,83,56,0.08,0.0
3047,77,53,0.0,0.0
3048,86,60,0.0,0.0
3049,72,59,0.37,0.0
3050,65,55,0.11,0.0
3051,60,45,0.0,0.0
3052,53,47,0.0,0.0
3053,61,46,0.01,0.0
3054,73,44,0.0,0.0
3055,75,58,0.18,0.0
3056,78,52,0.0,0.0
3057,87,55,0.0,0.0
3058,85,59,0.0,0.0
3059,84,58,0.01,0.0
3060,72,51,0.02,0.0
3061,73,46,0.0,0.0
3062,71,59,0.0,0.0
3063,76,57,0.0,0.0
3064,84,62,0.0,0.0
3065,92,68,0.61,0.0
3066,90,66,0.16,0.0
3067,94,67,0.0,0.0
3068,91,67,0.0,0.0
3069,100,73,0.01,0.0
3070,94,68,0.89,0.0
3071,74,66,0.07,0.0
3072,86,64,0.0,0.0
3073,81,64,0.0,0.0
3074,71,59,0.17,0.0
3075,70,58,0.0,0.0
3076,87,56,0.0,0.0
3077,80,61,0.0,0.0
3078,80,62,0.21,0.0
3079,79,59,0.0,0.0
3080,74,65,0.01,0.0
3081,72,63,0.22,0.0
3082,77,64,0.0,0.0
3083,74,62,0.04,0.0
3084,81,63,0.0,0.0
3085,81,58,0.01,0.0
3086,82,64,0.0,0.0
3087,95,68,0.0,0.0
3088,88,70,0.76,0.0
3089,91,72,0.18,0.0
3090,78,68,0.4,0.0
3091,70,62,0.59,0.0
3092,80,65,0.0,0.0
3093,78,66,0.0,0.0
3094,82,63,0.0,0.0
3095,82,64,0.0,0.0
3096,81,67,0.09,0.0
3097,83,67,0.0,0.0
3098,73,64,1.1,0.0
3099,82,65,0.0,0.0
3100,86,67,0.0,0.0
3101,99,74,0.0,0.0
3102,89,75,0.0,0.0
3103,75,63,1.16,0.0
3104,88,66,0.0,0.0
3105,87,70,0.02,0.0
3106,83,71,0.67,0.0
3107,83,68,0.0,0.0
3108,82,63,0.0,0.0
3109,85,68,0.0,0.0
3110,90,71,0.0,0.0
3111,90,72,0.0,0.0
3112,85,68,0.0,0.0
3113,92,69,0.0,0.0
3114,95,73,2.13,0.0
3115,83,72,0.08,0.0
3116,87,69,0.0,0.0
3117,89,71,0.0,0.0
3118,86,64,0.0,0.0
3119,81,65,0.0,0.0
3120,82,64,0.0,0.0
3121,73,65,0.08,0.0
3122,82,65,0.09,0.0
3123,84,63,0.0,0.0
3124,83,64,0.0,0.0
3125,85,65,0.0,0.0
3126,85,64,0.0,0.0
3127,83,66,0.0,0.0
3128,73,61,0.08,0.0
3129,80,58,0.0,0.0
3130,82,58,0.13,0.0
3131,82,59,0.0,0.0
3132,87,61,0.0,0.0
3133,87,64,0.0,0.0
3134,80,59,0.23,0.0
3135,72,57,0.0,0.0
3136,85,61,1.02,0.0
3137,78,71,0.04,0.0
3138,85,72,0.0,0.0
3139,84,67,0.0,0.0
3140,80,68,0.0,0.0
3141,90,64,0.0,0.0
3142,90,71,0.0,0.0
3143,90,67,0.0,0.0
3144,88,69,0.0,0.0
3145,89,69,0.0,0.0
3146,92,71,0.0,0.0
3147,91,73,0.0,0.0
3148,89,67,0.0,0.0
3149,89,69,0.0,0.0
3150,86,68,0.0,0.0
3151,86,66,0.0,0.0
3152,86,66,0.0,0.0
3153,79,66,0.09,0.0
3154,77,62,0.0,0.0
3155,84,57,0.0,0.0
3156,81,60,0.0,0.0
3157,72,65,1.05,0.0
3158,78,65,0.0,0.0
3159,85,67,0.0,0.0
3160,84,66,0.15,0.0
3161,66,56,0.18,0.0
3162,72,52,0.0,0.0
3163,77,55,0.0,0.0
3164,85,68,0.07,0.0
3165,88,72,0.0,0.0
3166,82,68,0.25,0.0
3167,76,68,0.02,0.0
3168,76,67,1.18,0.0
3169,73,57,0.02,0.0
3170,74,52,0.0,0.0
3171,77,55,0.0,0.0
3172,74,57,0.0,0.0
3173,73,54,0.0,0.0
3174,79,54,0.0,0.0
3175,83,62,0.0,0.0
3176,84,69,0.0,0.0
3177,85,63,0.0,0.0
3178,88,69,0.0,0.0
3179,92,70,0.0,0.0
3180,90,72,0.0,0.0
3181,81,60,0.9,0.0
3182,66,60,0.66,0.0
3183,64,59,0.18,0.0
3184,68,59,3.28,0.0
3185,64,48,0.01,0.0
3186,67,45,0.0,0.0
3187,76,51,0.0,0.0
3188,76,57,0.27,0.0
3189,59,48,0.1,0.0
3190,62,44,0.0,0.0
3191,62,48,0.0,0.0
3192,56,39,0.0,0.0
3193,49,36,0.0,0.0
3194,55,46,0.0,0.0
3195,50,44,0.34,0.0
3196,54,49,0.0,0.0
3197,79,40,0.61,0.0
3198,49,35,0.22,0.0
3199,51,42,0.11,0.0
3200,49,42,0.0,0.0
3201,52,45,0.05,0.0
3202,54,47,0.34,0.0
3203,50,45,1.04,0.0
3204,51,37,0.14,0.0
3205,39,32,0.01,0.0
3206,46,31,0.0,0.0
3207,54,35,0.0,0.0
3208,42,32,0.09,0.3
3209,45,30,0.0,0.0
3210,56,39,0.0,0.0
3211,50,34,0.0,0.0
3212,72,33,0.0,0.0
3213,65,49,0.02,0.0
3214,49,31,0.0,0.0
3215,59,28,0.0,0.0
3216,61,33,0.0,0.0
3217,49,32,0.0,0.0
3218,54,31,0.0,0.0
3219,55,43,0.0,0.0
3220,50,45,0.29,0.0
3221,53,44,0.13,0.0
3222,57,44,0.0,0.0
3223,49,37,0.01,0.0
3224,54,40,0.0,0.0
3225,54,37,0.0,0.0
3226,51,34,0.0,0.0
3227,48,33,0.0,0.0
3228,47,35,0.02,0.0
3229,39,36,0.17,0.0
3230,45,37,0.3,0.0
3231,43,29,0.3,0.1
3232,33,25,0.02,0.5
3233,28,22,0.06,0.7
3234,24,15,0.01,0.3
3235,23,11,0.0,0.0
3236,30,21,0.0,0.0
3237,23,12,0.0,0.0
3238,23,7,0.0,0.0
3239,43,16,0.0,0.0
3240,44,29,0.01,0.0
3241,35,26,0.01,0.1
3242,29,14,0.0,0.0
3243,27,6,0.0,0.0
3244,30,20,0.0,0.0
3245,33,12,0.0,0.0
3246,32,24,0.0,0.0
3247,37,27,0.0,0.0
3248,46,35,0.27,0.0
3249,40,30,0.06,0.0
3250,30,17,0.0,0.0
3251,24,15,0.0,0.0
3252,25,13,0.0,0.0
3253,27,15,0.12,1.4
3254,31,25,0.1,0.9
3255,33,29,0.0,0.0
3256,34,28,0.2,2.3
3257,34,28,0.04,0.5
3258,28,24,0.0,0.0
3259,24,22,0.0,0.0
3260,29,22,0.0,0.1
3261,22,8,0.0,0.0
3262,27,6,0.0,0.1
3263,27,9,0.0,0.0
3264,29,14,0.0,0.0
3265,25,14,0.01,0.0
3266,27,12,0.0,0.0
3267,29,23,0.0,0.0
3268,32,23,0.0,0.0
3269,39,23,0.0,0.0
3270,43,20,0.0,0.0
3271,46,31,0.0,0.0
3272,36,24,0.0,0.0
3273,43,27,0.0,0.0
3274,42,32,0.0,0.0
3275,37,28,0.01,0.0
3276,28,23,0.0,0.0
3277,32,25,0.01,0.3
3278,31,19,0.0,0.0
3279,26,15,0.0,0.0
3280,28,19,0.0,0.0
3281,33,21,0.3,2.3
3282,37,33,0.95,0.6
3283,33,13,0.0,0.2
3284,16,9,0.0,0.1
3285,32,14,0.0,0.0
3286,32,11,0.01,0.2
3287,11,0,0.0,0.0
3288,26,2,0.0,0.0
3289,41,20,0.0,0.0
3290,47,28,0.0,0.0
3291,47,27,0.0,0.0
3292,38,24,0.0,0.0
3293,42,34,0.0,0.0
3294,38,11,0.0,0.0
3295,16,6,0.0,0.0
3296,24,10,0.0,0.0
3297,33,18,0.0,0.0
3298,31,21,0.0,0.0
3299,35,28,0.0,0.0
3300,32,29,0.0,0.0
3301,33,20,0.0,0.0
3302,21,7,0.0,0.0
3303,24,14,0.0,0.0
3304,14,6,0.01,0.2
3305,11,-1,0.0,0.0
3306,11,-5,0.0,0.0
3307,18,0,0.0,0.0
3308,20,10,0.03,0.7
3309,24,9,0.0,0.0
3310,20,-8,0.0,0.4
3311,5,-9,0.0,0.0
3312,11,-4,0.05,0.4
3313,6,-9,0.23,2.4
3314,13,-1,0.13,2.6
3315,-1,-25,0.0,0.0
3316,-13,-28,0.0,0.0
3317,-3,-23,0.0,0.1
3318,17,-3,0.0,0.0
3319,39,12,0.0,0.0
3320,39,32,0.01,0.0
3321,33,2,0.06,0.0
3322,13,2,0.31,4.1
3323,21,12,0.03,0.4
3324,20,-5,0.37,5.9
3325,1,-11,0.0,0.0
3326,8,-12,0.0,0.0
3327,18,6,0.25,5.9
3328,25,17,0.03,0.1
3329,24,11,0.32,5.5
3330,20,4,0.0,0.0
3331,24,0,0.02,0.3
3332,15,-3,0.0,0.0
3333,21,-2,0.0,0.0
3334,26,14,0.03,0.4
3335,23,5,0.0,0.0
3336,22,-3,0.0,0.0
3337,28,15,0.6,9.1
3338,21,7,0.0,0.0
3339,27,10,0.0,0.0
3340,32,26,0.21,1.9
3341,29,-2,0.2,2.6
3342,4,-5,0.0,0.0
3343,8,0,0.06,1.1
3344,14,0,0.07,1.7
3345,21,-3,0.0,0.0
3346,19,5,0.28,5.6
3347,18,-1,0.0,0.0
3348,0,-13,0.0,0.0
3349,9,-10,0.0,0.0
3350,16,1,0.0,0.0
3351,22,6,0.0,0.0
3352,21,2,0.0,0.0
3353,33,16,0.0,0.0
3354,37,27,0.57,2.9
3355,32,17,0.09,1.8
3356,32,11,0.0,0.0
3357,38,18,0.21,0.0
3358,42,34,0.33,0.0
3359,43,33,0.51,0.1
3360,35,25,0.0,0.0
3361,35,19,0.0,0.0
3362,40,23,0.01,0.1
3363,40,24,0.0,0.0
3364,46,28,0.0,0.0
3365,49,33,0.0,0.0
3366,50,31,0.0,0.0
3367,50,29,0.0,0.0
3368,54,26,0.0,0.0
3369,54,31,0.0,0.0
3370,47,28,0.0,0.0
3371,51,25,0.0,0.0
3372,64,39,0.0,0.0
3373,53,34,0.0,0.0
3374,47,27,0.0,0.0
3375,38,26,0.0,0.0
3376,38,21,0.0,0.0
3377,45,30,0.0,0.0
3378,50,30,0.02,0.0
3379,51,30,0.0,0.0
3380,46,34,0.0,0.0
3381,52,35,0.06,0.0
3382,53,46,0.94,0.0
3383,63,45,0.17,0.0
3384,70,41,0.0,0.0
3385,57,32,0.0,0.0
3386,34,30,0.48,4.6
3387,36,26,0.46,4.3
3388,37,31,0.09,0.9
3389,39,29,0.0,0.0
3390,48,24,0.0,0.0
3391,54,30,0.0,0.0
3392,68,36,0.0,0.0
3393,54,41,1.1,0.0
3394,54,40,0.0,0.0
3395,64,34,0.0,0.0
3396,78,44,0.0,0.0
3397,77,49,0.0,0.0
3398,49,40,0.35,0.0
3399,65,36,0.0,0.0
3400,73,50,0.0,0.0
3401,72,50,0.0,0.0
3402,59,43,0.0,0.0
3403,51,40,0.0,0.0
3404,54,36,0.0,0.0
3405,58,43,0.0,0.0
3406,45,39,0.24,0.0
3407,46,39,0.09,0.0
3408,57,41,0.0,0.0
3409,62,35,0.15,0.0
3410,71,45,0.0,0.0
3411,64,49,0.0,0.0
3412,59,47,0.0,0.0
3413,63,40,0.0,0.0
3414,55,36,1.45,0.0
3415,54,35,0.02,0.0
3416,61,38,0.0,0.0
3417,65,42,0.01,0.0
3418,62,43,0.0,0.0
3419,67,40,0.0,0.0
3420,73,48,0.04,0.0
3421,76,54,0.12,0.0
3422,82,57,0.35,0.0
3423,69,51,0.05,0.0
3424,55,45,0.8,0.0
3425,46,38,0.63,0.0
3426,63,36,0.0,0.0
3427,61,47,0.59,0.0
3428,63,47,0.51,0.0
3429,60,52,0.0,0.0
3430,73,52,0.04,0.0
3431,69,54,0.0,0.0
3432,74,47,0.0,0.0
3433,64,48,1.83,0.0
3434,69,45,0.0,0.0
3435,74,52,0.0,0.0
3436,82,55,0.0,0.0
3437,88,64,0.0,0.0
3438,73,55,0.02,0.0
3439,75,51,0.0,0.0
3440,83,54,0.0,0.0
3441,85,60,0.26,0.0
3442,83,64,0.0,0.0
3443,85,59,0.0,0.0
3444,90,68,0.0,0.0
3445,88,67,0.0,0.0
3446,73,57,0.0,0.0
3447,79,52,0.0,0.0
3448,69,58,0.16,0.0
3449,71,54,0.0,0.0
3450,73,48,0.0,0.0
3451,86,64,0.05,0.0
3452,76,63,0.05,0.0
3453,74,59,0.0,0.0
3454,75,58,0.0,0.0
3455,75,55,0.0,0.0
3456,79,57,0.0,0.0
3457,78,62,0.29,0.0
3458,77,63,0.0,0.0
3459,79,62,0.0,0.0
3460,76,64,0.36,0.0
3461,73,61,0.28,0.0
3462,82,61,0.0,0.0
3463,86,63,0.0,0.0
3464,78,67,0.22,0.0
3465,86,68,0.0,0.0
3466,89,69,0.0,0.0
3467,81,67,1.03,0.0
3468,78,68,2.02,0.0
3469,87,69,0.08,0.0
3470,87,67,0.25,0.0
3471,85,71,0.15,0.0
3472,83,68,0.03,0.0
3473,83,69,0.0,0.0
3474,85,65,0.0,0.0
3475,85,68,0.0,0.0
3476,80,70,0.47,0.0
3477,79,69,0.22,0.0
3478,83,65,0.0,0.0
3479,86,68,0.0,0.0
3480,87,68,0.0,0.0
3481,92,72,0.01,0.0
3482,92,71,1.75,0.0
3483,85,71,0.01,0.0
3484,86,70,0.0,0.0
3485,89,73,0.0,0.0
3486,95,73,0.0,0.0
3487,76,62,1.01,0.0
3488,82,61,0.0,0.0
3489,79,60,0.0,0.0
3490,83,62,0.0,0.0
3491,84,65,0.0,0.0
3492,82,66,0.0,0.0
3493,86,68,0.12,0.0
3494,86,68,0.0,0.0
3495,77,66,0.36,0.0
3496,78,63,0.0,0.0
3497,77,59,0.0,0.0
3498,80,60,0.0,0.0
3499,85,64,0.0,0.0
3500,85,69,0.0,0.0
3501,87,70,0.24,0.0
3502,88,71,0.0,0.0
3503,86,70,0.2,0.0
3504,86,66,0.0,0.0
3505,88,68,0.0,0.0
3506,79,58,0.0,0.0
3507,81,58,0.0,0.0
3508,73,66,0.44,0.0
3509,81,66,0.0,0.0
3510,80,67,0.24,0.0
3511,82,62,0.75,0.0
3512,78,63,0.0,0.0
3513,80,63,0.39,0.0
3514,80,64,0.83,0.0
3515,83,63,0.0,0.0
3516,75,61,1.74,0.0
3517,81,58,0.0,0.0
3518,83,65,0.63,0.0
3519,77,59,0.0,0.0
3520,75,60,0.0,0.0
3521,77,58,0.0,0.0
3522,76,62,0.0,0.0
3523,75,61,0.01,0.0
3524,71,64,0.8,0.0
3525,73,59,0.0,0.0
3526,74,57,0.0,0.0
3527,76,57,0.01,0.0
3528,75,53,0.0,0.0
3529,72,58,0.0,0.0
3530,75,59,0.09,0.0
3531,76,63,0.3,0.0
3532,77,62,0.0,0.0
3533,73,58,0.0,0.0
3534,79,56,0.0,0.0
3535,78,63,0.0,0.0
3536,67,55,0.02,0.0
3537,62,54,0.12,0.0
3538,70,58,0.19,0.0
3539,79,66,0.0,0.0
3540,67,58,1.24,0.0
3541,67,58,1.17,0.0
3542,64,56,0.0,0.0
3543,75,51,0.0,0.0
3544,82,62,0.0,0.0
3545,87,63,0.0,0.0
3546,88,70,0.0,0.0
3547,82,70,0.14,0.0
3548,84,64,0.0,0.0
3549,86,67,0.0,0.0
3550,81,69,0.1,0.0
3551,69,57,0.01,0.0
3552,76,54,0.0,0.0
3553,81,57,0.0,0.0
3554,71,55,0.0,0.0
3555,69,49,0.0,0.0
3556,67,51,0.0,0.0
3557,64,45,0.0,0.0
3558,60,50,0.3,0.0
3559,86,60,0.24,0.0
3560,65,50,0.59,0.0
3561,54,48,0.42,0.0
3562,50,44,0.05,0.0
3563,50,44,0.0,0.0
3564,58,48,1.05,0.0
3565,65,47,0.0,0.0
3566,67,45,0.0,0.0
3567,72,47,0.0,0.0
3568,73,53,0.01,0.0
3569,60,41,0.41,0.0
3570,41,34,0.05,0.0
3571,39,33,0.07,0.0
3572,45,35,0.03,0.0
3573,50,36,0.0,0.0
3574,52,42,0.08,0.0
3575,48,41,0.01,0.0
3576,57,35,0.0,0.0
3577,69,45,0.0,0.0
3578,67,45,0.03,0.0
3579,67,39,0.0,0.0
3580,56,46,1.06,0.0
3581,46,40,0.19,0.0
3582,46,34,0.0,0.0
3583,44,32,0.0,0.0
3584,56,29,0.0,0.0
3585,56,39,0.0,0.0
3586,45,33,0.0,0.0
3587,38,29,0.0,0.0
3588,40,27,0.0,0.0
3589,36,23,0.0,0.0
3590,36,26,0.0,0.0
3591,42,32,0.07,0.1
3592,35,30,0.0,0.1
3593,45,29,0.0,0.0
3594,40,29,0.13,0.2
3595,32,22,0.0,0.0
3596,31,19,0.02,0.4
3597,28,15,0.0,0.0
3598,37,15,0.0,0.0
3599,45,29,0.04,0.0
3600,33,18,0.01,0.2
3601,18,8,0.0,0.0
3602,20,5,0.0,0.0
3603,28,18,0.05,0.6
3604,32,19,0.0,0.0
3605,39,30,0.0,0.0
3606,46,32,0.0,0.0
3607,39,32,0.05,0.0
3608,37,31,0.02,0.0
3609,43,34,0.14,0.0
3610,45,38,0.0,0.0
3611,44,22,0.43,0.1
3612,30,19,0.0,0.0
3613,45,27,0.0,0.0
3614,45,33,0.0,0.0
3615,45,37,0.0,0.0
3616,38,31,0.19,2.0
3617,32,26,0.66,7.2
3618,28,22,0.0,0.0
3619,33,28,0.08,0.5
3620,34,31,0.39,2.9
3621,32,19,0.07,1.6
3622,27,12,0.0,0.0
3623,38,20,0.0,0.0
3624,39,24,0.0,0.0
3625,37,22,0.0,0.0
3626,32,17,0.0,0.0
3627,42,22,0.0,0.0
3628,41,31,0.0,0.0
3629,34,-1,0.16,2.5
3630,8,-4,0.0,0.0
3631,9,-5,0.0,0.0
3632,19,9,0.12,1.7
3633,18,9,0.04,0.5
3634,20,1,0.0,0.0
3635,17,-1,0.0,0.0
3636,27,17,0.0,0.0
3637,26,2,0.0,0.0
3638,15,-2,0.0,0.0
3639,29,11,0.0,0.0
3640,39,21,0.0,0.0
3641,44,19,0.0,0.0
3642,42,25,0.0,0.0
3643,39,22,0.0,0.0
3644,37,32,0.0,0.0
3645,33,30,0.0,0.0
3646,33,27,0.0,0.0
3647,29,23,0.0,0.0
3648,35,25,0.62,0.1
3649,42,34,0.4,0.0
3650,34,21,0.42,4.9
3651,24,13,0.0,0.0
3652,36,13,0.0,0.0
3653,37,31,0.0,0.0
3654,36,24,0.0,0.0
3655,30,24,0.0,0.0
3656,38,24,0.01,0.0
3657,36,22,0.0,0.0
3658,32,5,0.0,0.0
3659,17,1,0.0,0.0
3660,36,17,0.0,0.0
3661,24,8,0.0,0.0
3662,16,-1,0.0,0.0
3663,20,9,0.11,0.8
3664,28,15,0.1,1.0
3665,32,17,0.01,0.0
3666,24,-2,0.01,0.0
3667,6,-9,0.0,0.0
3668,25,-1,0.35,4.7
3669,26,0,0.06,0.2
3670,12,0,0.01,0.5
3671,18,2,0.03,0.4
3672,20,-2,0.0,0.0
3673,37,19,0.17,0.6
3674,33,30,0.06,1.0
3675,32,29,0.0,0.0
3676,33,27,0.0,0.0
3677,30,25,0.0,0.0
3678,27,21,0.0,0.0
3679,22,18,0.0,0.0
3680,22,18,0.0,0.0
3681,27,18,0.0,0.0
3682,34,27,0.05,0.6
3683,38,27,0.0,0.0
3684,46,31,0.0,0.0
3685,32,20,0.0,0.0
3686,24,10,0.0,0.0
3687,30,11,0.0,0.0
3688,32,11,0.0,0.0
3689,30,13,0.03,0.5
3690,20,-3,0.0,0.0
3691,27,9,0.38,4.8
3692,30,7,0.01,0.2
3693,30,21,0.0,0.0
3694,35,0,0.0,0.0
3695,1,-11,0.0,0.0
3696,15,-12,0.0,0.0
3697,36,15,0.0,0.0
3698,24,14,0.0,0.0
3699,35,22,0.16,2.0
3700,26,5,0.0,0.0
3701,14,0,0.0,0.0
3702,14,-6,0.0,0.0
3703,37,12,0.0,0.0
3704,42,18,0.0,0.0
3705,44,27,0.0,0.0
3706,42,23,0.0,0.0
3707,38,28,0.0,0.0
3708,31,19,0.0,0.0
3709,25,15,0.0,0.0
3710,28,17,0.0,0.0
3711,39,16,0.0,0.0
3712,50,32,0.0,0.0
3713,36,30,0.0,0.0
3714,43,30,0.0,0.0
3715,42,24,0.0,0.0
3716,44,30,0.0,0.0
3717,39,23,0.0,0.0
3718,53,32,0.0,0.0
3719,61,44,0.0,0.0
3720,48,30,0.0,0.0
3721,42,23,0.04,0.3
3722,43,34,0.0,0.0
3723,43,31,0.09,0.0
3724,39,26,0.0,0.0
3725,35,23,0.0,0.0
3726,40,21,0.0,0.0
3727,39,27,0.01,0.0
3728,44,28,0.0,0.0
3729,45,37,0.0,0.0
3730,40,32,0.48,0.0
3731,34,20,0.0,0.0
3732,36,20,0.0,0.0
3733,43,30,0.04,0.2
3734,44,32,0.12,0.8
3735,50,37,0.0,0.0
3736,47,37,0.31,0.0
3737,51,29,0.0,0.0
3738,60,37,0.03,0.0
3739,48,38,1.07,0.0
3740,49,33,0.22,0.0
3741,60,30,0.0,0.0
3742,54,34,0.0,0.0
3743,55,34,0.0,0.0
3744,61,40,0.07,0.0
3745,40,25,0.08,0.0
3746,45,19,0.0,0.0
3747,56,29,0.0,0.0
3748,60,43,0.0,0.0
3749,70,49,0.03,0.0
3750,56,36,0.0,0.0
3751,42,30,0.03,0.0
3752,49,27,0.0,0.0
3753,61,34,0.0,0.0
3754,44,29,0.6,6.6
3755,37,23,0.01,0.2
3756,30,21,0.04,0.5
3757,35,19,0.0,0.0
3758,48,24,0.0,0.0
3759,49,29,0.0,0.0
3760,67,39,0.0,0.0
3761,50,36,0.0,0.0
3762,60,36,0.0,0.0
3763,50,29,0.0,0.0
3764,67,43,0.0,0.0
3765,59,37,0.0,0.0
3766,66,43,0.0,0.0
3767,71,42,0.0,0.0
3768,68,45,0.07,0.0
3769,74,52,0.04,0.0
3770,62,46,0.83,0.0
3771,62,42,0.0,0.0
3772,68,44,0.0,0.0
